# BUSCO version is: 5.2.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2020-09-10, number of genomes: 65, number of BUSCOs: 954)
# Busco id
108764at33208a
466616at33208a
467106at33208a
468359at33208a
468631at33208a
468710at33208a
469367at33208a
470197at33208a
471787at33208a
472352at33208a
473106at33208a
474302at33208a
476036at33208a
477052at33208a
478984at33208a
481557at33208a
486431at33208a
486993at33208a
487873at33208a
489997at33208a
490248at33208a
490961at33208a
491289at33208a
492033at33208a
493148at33208a
493913at33208a
494057at33208a
495100at33208a
495311at33208a
495329at33208a
495802at33208a
495926at33208a
496070at33208a
496219at33208a
501396at33208a
502128at33208a
502429at33208a
503828at33208a
504207at33208a
504912at33208a
505248at33208a
505718at33208a
508379at33208a
509816at33208a
511668at33208a
514296at33208a
514724at33208a
514834at33208a
515410at33208a
515425at33208a
515640at33208a
516078at33208a
516659at33208a
516716at33208a
517525at33208a
517968at33208a
518288at33208a
520011at33208a
522886at33208a
522988at33208a
523376at33208a
523534at33208a
524322at33208a
526074at33208a
526673at33208a
526839at33208a
529708at33208a
530431at33208a
532406at33208a
532693at33208a
532930at33208a
533666at33208a
533690at33208a
534808at33208a
535367at33208a
535524at33208a
535782at33208a
536251at33208a
537548at33208a
539043at33208a
539215at33208a
539600at33208a
540193at33208a
541260at33208a
543124at33208a
544546at33208a
545063at33208a
545641at33208a
545744at33208a
546751at33208a
547099at33208a
547766at33208a
548327at33208a
548444at33208a
549988at33208a
551620at33208a
551632at33208a
551831at33208a
552359at33208a
552949at33208a
556039at33208a
556189at33208a
556510at33208a
556750at33208a
556925at33208a
557694at33208a
557834at33208a
558368at33208a
558385at33208a
558897at33208a
559501at33208a
560566at33208a
560584at33208a
561248at33208a
561688at33208a
562780at33208a
563832at33208a
564286at33208a
56573at33208a
566527at33208a
566916at33208a
567650at33208a
567809at33208a
568170at33208a
568839at33208a
568949at33208a
569303at33208a
569812at33208a
571944at33208a
572074at33208a
572434at33208a
572845at33208a
573203at33208a
573237at33208a
573313at33208a
577068at33208a
578582at33208a
578734at33208a
578959at33208a
580851at33208a
581717at33208a
581779at33208a
582265at33208a
582823at33208a
582951at33208a
583626at33208a
584333at33208a
584373at33208a
585232at33208a
585313at33208a
585726at33208a
586719at33208a
587399at33208a
587688at33208a
589773at33208a
590347at33208a
591316at33208a
591391at33208a
594937at33208a
595010at33208a
595316at33208a
596131at33208a
598405at33208a
598944at33208a
600823at33208a
601650at33208a
601886at33208a
601967at33208a
602089at33208a
603239at33208a
603609at33208a
605189at33208a
606539at33208a
606776at33208a
606795at33208a
606958at33208a
608074at33208a
608190at33208a
608669at33208a
609899at33208a
610427at33208a
610541at33208a
611279at33208a
611891at33208a
613522at33208a
613580at33208a
614305at33208a
615585at33208a
615840at33208a
616120at33208a
617020at33208a
617522at33208a
618339at33208a
618421at33208a
618986at33208a
619250at33208a
622156at33208a
622172at33208a
623444at33208a
625091at33208a
628247at33208a
631173at33208a
631798at33208a
631811at33208a
633007at33208a
633282at33208a
633619at33208a
634447at33208a
636041at33208a
636300at33208a
637971at33208a
638541at33208a
639252at33208a
640187at33208a
641073at33208a
641257at33208a
642552at33208a
643380at33208a
643954at33208a
644034at33208a
648300at33208a
649979at33208a
65302at33208a
66018at33208a
75406at33208a
92367at33208a
9639at33208a
